school_id,course_id
S_XJTU,C_course-v1:XJTU+CHEM330109+2019_T1
S_XJTU,C_course-v1:XJTU+2018112004X+2019_T1
S_XJTU,C_course-v1:XJTU+20171025001+2019_T1
S_XJTU,C_course-v1:XJTU+PHLS100914+sp
S_XJTU,C_course-v1:XJTU+ME-XMGL2013-014X+sp
S_XJTU,C_course-v1:XJTU+2018121301X+2018_T2
S_XJTU,C_course-v1:XJTU+COMP200853+sp
S_XJTU,C_course-v1:XJTU+C00204+2019_T1
S_XJTU,C_course-v1:XJTU+C00204+sp
S_HIT,C_course-v1:HIT+HIT2016001+2019_T1
S_HIT,C_course-v1:HIT+HIT2016002+sp
S_HIT,C_course-v1:HIT+13SC20301820+2019_T1
S_HIT,C_course-v1:HIT+HIT2016001+sp
S_WUST,C_course-v1:WUST+20180821002X+2019_T1
S_JNUX,C_course-v1:JNUX+jnu05011190X+2019_T1
S_JNUX,C_course-v1:JNUX+jnu2017001X+2019_T1
S_JNUX,C_course-v1:JNUX+07009156X+sp
S_JNUX,C_course-v1:JNUX+07009156X+2019_T1
S_JNUX,C_course-v1:JNUX+jnu05011190X+sp
S_JNUX,C_course-v1:JNUX+2018120406X+2018_T2
S_FUDANx,C_course-v1:FUDANx+ECON1300812+sp
S_FUDANx,C_course-v1:FUDANx+ECON130088+2019_T1
S_FUDANx,C_course-v1:FUDANx+SOSC120007+2019_T1
S_FUDANx,C_course-v1:FUDANx+ECON130080+2019_T1
S_FUDANx,C_course-v1:FUDANx+ECON13000701+2019_T1
S_FUDANx,C_course-v1:FUDANx+ECON1300812+2019_T1
S_FUDANx,C_course-v1:FudanX+SOSC120007+sp
S_MIL,C_course-v1:MIL+MIL2016001+sp
S_MIL,C_course-v1:MIL+MIL2016001+2019_T1
S_NUDT,C_course-v1:NUDT+05028103+2018_T2
S_NUDT,C_course-v1:NUDT+2017011401X+2017_T1
S_NUDT,C_course-v1:NUDT+125205501+sp
S_SichuanU,C_course-v1:SichuanU+106588020+sp
S_SichuanU,C_course-v1:SichuanU+304231020+sp
S_SichuanU,C_course-v1:SichuanU+302074030+2019_T1
S_SichuanU,C_course-v1:SichuanU+306197030+2019_T1
S_BTBU,C_course-v1:btbu+20181228+2019_T1
S_CCI,C_course-v1:CCI+ccioo1+2018_T3
S_dlmu,C_course-v1:dlmu+20180906+2019_T1
S_dlmu,C_course-v1:dlmu+20180330+sp
S_dlmu,C_course-v1:dlmu+20180403+sp
S_HBPU,C_course-v1:HBPU+20181226006X+2018_T2
S_CMU,C_course-v1:CMU+2018122401X+2019_T1
S_KMUSTX,C_course-v1:KMUSTX+1803168+2018_T2
S_KMUSTX,C_course-v1:KMUSTX+2018091101X+2019_T1
S_KMUSTX,C_course-v1:KMUSTX+8209001+2019_T1
S_KMUSTX,C_course-v1:KMUSTX+1193004+2019_T1
S_KMUSTX,C_course-v1:KMUSTX+8209001+sp
S_KMUSTX,C_course-v1:KMUSTX+1153036+2019_T1
S_KMUSTX,C_course-v1:KMUSTX+1803168+2019_T1
S_KMUSTX,C_course-v1:KMUSTX+8219011+2019_T1
S_PasteurX,C_course-v1:PasteurX+96008+sp
S_McGillX,C_course-v1:McGillX+Chem181x+sp
S_McGillX,C_course-v1:McGillX+ATOC185x+2015_T1
S_ICx,C_course-v1:ICx+Spanish001+sp
S_chzu,C_course-v1:chzu+ZJ1867357+2019_T1
S_DUT,C_course-v1:DUT+3412113011+2019_T1
S_AdelaideX,C_course-v1:AdelaideX+Wine101x+sp
S_AdelaideX,C_course-v1:AdelaideX+humbio101+sp
S_MIT_SLT_Lab,C_course-v1:MIT_SLT_Lab+161x+sp
S_MIT_SLT_Lab,C_course-v1:MIT_SLT_Lab+162x+2018_T1
S_IMUN,C_course-v1:IMUN+5016105+2019_T1
S_IMUN,C_course-v1:IMUN+5024610+2019_T1
S_swpu,C_course-v1:SWPU+3615001035+2019_T1
S_HBNU,C_course-v1:HBNU+2019051509X+2019_T1
S_CHD,C_course-v1:CHD+20180622001+2019_T1
S_SPI,C_course-v1:SPI+20170828001x+sp
S_SPI,C_course-v1:SPI+40281x+sp
S_NBCC,C_course-v1:NBCC+013G29A00+2018_T2
S_NBCC,C_course-v1:NBCC+NBCC000201+_sp
S_NBCC,C_course-v1:NBCC+031J33B00+sp
S_nxu,C_course-v1:nxu+2018122713+2019_T1
S_nxu,C_course-v1:nxu+2018122711+2018_T2
S_nxu,C_course-v1:nxu+2018122712+2019_T1
S_nxu,C_course-v1:nxu+2018122711+2019_T1
S_GZHU,C_course-v1:GZHU+136300904+sp
S_GZHU,C_course-v1:GZHU+000001004+2019_T1
S_GZHU,C_course-v1:GZHU+20180718001+2019_T1
S_GZHU,C_course-v1:GZHU+000001004+sp
S_GZHU,C_course-v1:GZHU+136300904+2019_T1
S_GIT,C_course-v1:GIT+0500002402+2019_T1
S_GIT,_course-v1:GIT+0500002402+2018_T2
S_NJU,C_course-v1:NJU+2018032002X+SP
S_NJU,C_course-v1:NJU+37204001+2018_T3
S_NJU,C_course-v1:NJU+2018032001X+sp
S_NJU,C_course-v1:NJU+C1026+2016_T2
S_NJU,C_course-v1:NJU+2018041201X+sp
S_BUCM,C_course-v1:BUCM+2018122604X+2018_T2
S_BUCM,C_course-v1:BUCM+2018122604X+2019_T1
S_imvtc,C_course-v1:imvtc+2018122701+2019_T1
S_imvtc,C_course-v1:imvtc+2018122702+2019_T1
S_CUP,C_course-v1:CUPB+CUPB201702+sp
S_CUP,C_course-v1:cup+20180130+sp
S_HUBU,C_course-v1:HUBU+20170914001+2019_T1
S_HUBU,C_course-v1:HUBU+20190124X+2019_T1
S_HUBU,C_course-v1:HUBU+20170227X+sp
S_HUBU,C_course-v1:HUBU+20170227X+2019_T1
S_HUBU,C_course-v1:HUBU+20170619001+sp
S_HUBU,C_course-v1:HUBU+2017030501X+sp
S_HUBU,C_course-v1:HUBU+20181017X+2019_T1
S_HUBU,C_course-v1:HUBU+HU08003X+sp
S_HUBU,C_course-v1:HUBU+HU08002X+sp
S_HUBU,C_course-v1:HUBU+HU08001X+2019_T1
S_HUBU,C_course-v1:HUBU+HU08002X+2019_T1
S_HUBU,C_course-v1:HUBU+2017022703X+sp
S_CUC,C_course-v1:CUC+119511+2019_T1
S_CUC,C_course-v1:CUC+2018081702X+2019_T1
S_DYU,C_course-v1:DYU+dyuwgzbbm+2019_T1
S_DYU,C_course-v1:DYU+dyuwgzbbm+sp
S_BJUT,C_course-v1:BJUT+2140074001x+sp
S_XMU,C_course-v1:XMU+2019031401X+2019_T1
S_FAFU,C_course-v1:FAFU+20171121001+2017_T1
S_FAFU,C_course-v1:FAFU+20180104002+sp
S_FAFU,C_course-v1:FAFU+55071003+2019_T1
S_FAFU,C_course-v1:FAFU+20180919X+2019_T1	
S_TJUFE,C_course-v1:TJUFE+2018122506X+2019_T1
S_SDSMAssociation,C_course-v1:SDSNAssociation+PB+sp
S_SDSMAssociation,C_course-v1:SDSNAssociation+CSN+sp
S_SDSMAssociation,C_course-v1:SDSNAssociation+C21001+sp
S_SDSMAssociation,C_course-v1:SDSNAssociation+ASD+sp
S_SDSMAssociation,C_course-v1:SDSNAssociation+ECD001+sp
S_SDSMAssociation,C_course-v1:SDSNAssociation+TOW001+sp
S_SDSMAssociation,C_course-v1:SDSNAssociation+SC001+sp
S_JinanX,C_course-v1:JinanX+2017031001X+sp
S_ZUELX,C_course-v1:ZUELX+B0800280+2018_T2
S_ZUELX,C_course-v1:ZUELX+B0601353+sp
S_ZUELX,C_course-v1:ZUELX+20171127001+2019_T1
S_ZUELX,C_course-v1:ZUELX+B0601353+2019_T1
S_ZUELX,C_course-v1:ZUELX+B0601353+2018_T2
S_ZUELX,C_course-v1:ZUELX+B0800280+sp
S_qdu,C_course-v1:qdu+2018122608X+2018_T2
S_NCTU,C_course-v1:NCTU+lhtl+2019_T1
S_NCTU,C_course-v1:NCTU+wym+2019_T1
S_NCTU,C_course-v1:NCTU+wghx+2017_T1
S_ysu,C_course-v1:YSU+20180301001+2019_T1
S_ysu,C_course-v1:YSU+20180301002+2019_T1
S_SCUT,C_course-v1:SCUT+20180427001+2019_T1
S_SCUT,C_course-v1:SCUT+2018122802X+2018_T2
S_SCUT,C_course-v1:SCUT+2019012401X+SP
S_SCUT,C_course-v1:SCUT+145055+sp
S_SCUT,C_course-v1:SCUT+SM001+2019_T1
S_SCUT,C_course-v1:SCUT+145055+2018_T2
S_SCUT,C_course-v1:SCUT+145223+2019_T1
S_SCUT,C_course-v1:SCUT+145033+sp
S_CUPB,C_course-v1:CUPB+100203E003+2019_T1
S_CUPB,C_course-v1:CUPB+CUPB201702+2019_T1
S_CUPB,C_course-v1:CUPB+100722C004+2019_T1
S_BSU,C_course-v1:BSU+BSU001+sp
S_BSU,C_course-v1:BSU+2018122405X+2019_T1
S_BSU,C_course-v1:BSU+2018122404X+2019_T1
S_BSU,C_course-v1:BSU+2018122403X+2019_T1
S_LZU,C_course-v1:LZU+20171113+SP
S_LZU,C_course-v1:LZU+2018122505X+2018_T2
S_RUCX,C_course-v1:RUCX+AP000010X+2019_T1
S_CityU,C_course-v1:CityU+GE2304+sp
S_TW,C_course-v1:TW+2018052501X+2019_T3
S_HRBEU,C_course-v1:HRBEU+2018081301+sp
S_SJU,C_course-v1:SJU+2018072301+sp
S_NGO20x,C_course-v1:NGO20X+USTC2016002+2019_T1
S_Stanford,C_course-v1:Stanford+WomensHealth+sp
S_WellesleyX,C_course-v1:WellesleyX+ANTH207x+sp
S_WellesleyX,C_course-v1:WellesleyX+HIST229x+sp
S_HEBUT,C_course-v1:HEBUT+2019040202X+2019_T1
S_HEBUT,C_course-v1:HEBUT+20180301001+2019_T1
S_HEBUT,C_course-v1:HEBUT+20170921001+sp
S_HEBUT,C_course-v1:HEBUT+20180208006+2019_T1
S_HEBUT,C_course-v1:HEBUT+20180207002+2019_T1
S_SCUEC,C_course-v1:SCUEC+0171229001+sp
S_SCUEC,C_course-v1:SCUEC+20171229001+2019_T1
S_SCUEC,C_course-v1:SCUEC+2018112001X+2019_T1
S_SCUEC,C_course-v1:SCUEC+20180620001+2019_T1
S_JXUST,C_course-v1:jxust+2018122701X+2019_T1
S_JXUST,C_course-v1:JXUST+JXUST2016001+2019_T1
S_JXUST,C_course-v1:JXUST+JXUST2016001+2016_T2
S_HUST,C_course-v1:HUST+0200421+2019_T1
S_RiceX,C_course-v1:RiceX+AdvBIO_3x+sp
S_RiceX,C_course-v1:RiceX+BIOC372_1x+sp
S_RiceX,C_course-v1:RiceX+MedDigX+sp
S_RiceX,C_course-v1:RiceX+AdvENVSCI_2x+sp
S_RiceX,C_course-v1:RiceX+RELI157x+sp
S_RiceX,C_course-v1:RiceX+AdvBIO_1x+sp
S_RiceX,C_course-v1:RiceX+BIOC372_2x+sp
S_RiceX,C_course-v1:RiceX+AdvENVSCI_1x+sp
S_RiceX,C_course-v1:RiceX+AdvBIO_4x+sp
S_RiceX,C_course-v1:RiceX+AdvENVSCI_3x+sp
S_RiceX,C_course-v1:RiceX+AdvBIO_2x+sp
S_RiceX,C_course-v1:RiceX+Phys102x+sp
S_JLU,C_course-v1:jlu+20180925+2018_T2
S_SHZU,C_course-v1:SHZU+Z104021+2019_T1
S_MITx,C_course-v1:MITx+15_390_2x+2019_T1
S_MITx,C_course-v1:MITx+2_03x+sp
S_MITx,C_course-v1:MITx+15_671_1X+2019_T1
S_MITx,C_course-v1:MITx+6_002x+sp
S_MITx,C_course-v1:MITx+15_390_2x+sp
S_MITx,C_course-v1:MITx+6_00_1x+sp
S_MITx,C_course-v1:MITx+15_390x_1+2019_T1
S_MITx,C_course-v1:MITx+15_671x+2019_T1
S_GZUCM,C_course-v1:GZUCM+2019012801X+2019_T1
S_edX,C_course-v1:edX+BlendedX+sp
S_MicrosoftX,C_course-v1:MicrosoftX+Microsoft101+sp
S_NEU,C_course-v1:NEU+20181206X+2018_T2
S_NEU,C_course-v1:NEU+2019012202X+2019_T2
S_NEU,C_course-v1:NEU+2018051501+sp
S_NEU,C_course-v1:NEU+2019012201X+2019_T2
S_NEU,C_course-v1:NEU+2018122401X+2019_T1
S_HEBNU,C_course-v1:HEBNU+2017011901X+sp
S_HEBNU,C_course-v1:HEBNU+20180621001+2019_T1
S_snnu,C_course-v1:snnu+20180920X+2019_T1
S_YAU,C_course-v1:YAU+20181108X+2019_T1
S_HAUT,C_course-v1:HAUT+2017070701X+sp
S_SEU,C_course-v1:SEU+00690803+sp
S_SEU,C_course-v1:SEU+00690803+Sp
S_SEU,C_course-v1:SEU+00690803+2019_T1
S_SEU,C_course-v1:SEU+00690803_2+2019_T1
S_sict,C_course-v1:SICT+2017092601+sp
S_BurgundyX,C_course-v1:BurgundyX+82005+2019_T1
S_SWU,C_course-v1:SWU+2019031403X+2019_T1
S_ZJFF,C_course-v1:ZJFF+000516+2019_T1
S_ZJFF,C_course-v1:ZJFF+000516+sp
S_ZZU,C_course-v1:ZZU+20180116001+2019_T1
S_ZZU,C_course-v1:ZZU+334068+2019_T1
S_ZZU,C_course-v1:ZZU+2018032501X+2019_T1
S_GZLIS,C_course-v1:GZLIS+070200140+2019_T1
S_GZLIS,C_course-v1:GZLIS+070200140+2018_T1
S_CSU,C_course-v1:CSU+CSU002+2019_T1
S_CSU,C_course-v1:CSU+25071011201+2019_T1
S_CSU,C_course-v1:CSU+82150112201+sp
S_CSU,C_course-v1:CSU+20180919X+2019_T1
S_CSU,C_course-v1:CSU+20180920X+2019_T1
S_CSU,C_course-v1:CSU+2018020201X+2019_T1
S_CSU,C_course-v1:CSU+82150112201+2019_T2
S_CSU,C_course-v1:CSU+210201T10+sp
S_CSU,C_course-v1:CSU+82150112201+2018_T2
S_CSU,C_course-v1:CSU+2019043001X+2019_T1
S_CSU,C_course-v1:CSU+20180918X+2018_T2
S_CSU,C_course-v1:CSU+2018020101X+2019_T1
S_CSU,C_course-v1:CSU+2018020201X+sp
S_CSU,C_course-v1:CSU+210102T10+sp
S_CSU,C_course-v1:CSU+20180910X+2019_T1
NBCCx,C_course-v1:NBCCx+NBCC000002+2019_T1
NBCCx,C_course-v1:NBCCx+NBCC000502+2019_T1
S_UST,C_course-v1:UST+UST001+sp
S_NU,C_course-v1:NU+2017081001X+sp
S_YLVTC,C_course-v1:YLVTC+2018111301X+2018_T2
S_YLVTC,C_course-v1:YLVTC+2018122511X+2018_T2
S_TSINGHUA,C_course-v1:Tsinghua+20150001+sp
S_TSINGHUA,C_course-v1:Tsinghua+20181011X+2018_T2
S_TSINGHUA,C_course-v1:Tsinghua+Thesis2017X+2017_T1
S_SDUx,C_course-v1:SDUx+00931800X+sp
S_ncepu,C_course-v1:NCEPU+20180628001+2018_T2
S_WUT,C_course-v1:WUT+WUT2016001+2019_T1
S_WUT,C_course-v1:WUT+WUT2016001+sp
S_WUT,C_course-v1:WUT+WUT2016003+2016_T2
S_WUT,C_course-v1:WUT+1022817X+sp
S_WUT,C_course-v1:WUT+1022817X+2019_T1
S_LinuxFoundationX,C_course-v1:LinuxFoundationX+Linux001+sp
S_CUNY,C_course-v1:CUNY+20171211001+sp
S_CSMZXY,C_course-v1:CSMZXY+2018111301X+2019_T2
S_XYSFXY,C_course-v1:XYSFXY+20181024X+2019_T1
S_xuetangX,C_course-v1:xuetangX+MOOC102+2019_T1
S_xuetangX,C_course-v1:HNU+HNU001+sp
S_ACCA,C_course-v1:ACCA+FA2_X+sp
S_ACCA,C_course-v1:ACCA+FA2_X+2019_T1
S_ACCA,C_course-v1:ACCA+MA2_X+sp
S_ACCA,C_course-v1:ACCA+MA2_X+2019_T1
S_ACCA,C_course-v1:ACCA+MA1_X+2019_T1
S_ACCA,C_course-v1:ACCA+FA1_X+sp
S_ACCA,C_course-v1:ACCA+MA1_X_en+2019_T1
S_ACCA,C_course-v1:ACCA+MA2_X_en+2019_T1
S_ACCA,C_course-v1:ACCA+FA1_X+2019_T1
S_ACCA,C_course-v1:ACCA+FA1_X_en+2019_T1
S_ACCA,C_course-v1:ACCA+MA1_X+sp
S_ACCA,C_course-v1:ACCA+FA2_X_en+2019_T1
S_SXPI,C_course-v1:SXPI+20180919X+2019_T1
S_SXPI,C_course-v1:SXPI+20171101002+sp
S_SXPI,C_course-v1:SXPI+20170828001x+2019_T1
S_SXPI,C_course-v1:SXPI+20171101005+2018_T2
S_SXPI,C_course-v1:SXPI+40281x+2019_T1
S_BIFT,C_course-v1:BIFT+1301990078+2019_T1
S_BIFT,C_course-v1:BIFT+2018122902X+2018_T2
S_BIFT,C_course-v1:BIFT+2018122901X+2018_T2
S_NDU,C_course-v1:NDU+2019042601X+2019_T2
S_CWU,C_course-v1:CWU+2018122606X+2018_T2
S_PPSUC,C_course-v1:PPSUC+2017052301+2019_T1
S_ghnu,C_course-v1:qhnu+20181212x+2018_T2
S_ghnu,C_course-v1:qhnu+20181212x+2019_T1
S_WHUT,C_course-v1:WHUT+20171128+sp
S_GXUST,C_course-v1:GXUST+2017041901X+2017_T1
S_MUC,C_course-v1:MUC+24040004+2019_T1
S_MUC,C_course-v1:MUC+050104+2019_T1
S_MUC,C_course-v1:MUC+2018031801X+2019_T1
S_FZXY,C_course-v1:FZXY+20171127004+2019_T1
S_FZXY,C_course-v1:FZXY+20180301001+2019_T1
S_shsmu,C_course-v1:shsmu+shsmu001+2019_T1
S_YIT,C_course-v1:YIT+2018122509X+2018_T2
S_BFU,C_course-v1:BFU+2018122709+2019_T1
S_BFU,C_course-v1:BFU+15002360+2019_T1
S_BFU,C_course-v1:BFU+15023710+2019_T1
S_BFU,C_course-v1:BFU+2018122709+2018_T2
S_BFU,C_course-v1:BFU+2018122710+2019_T1
S_BFU,C_course-v1:BFU+15012510+2019_T1
S_XIYOU,C_course-v1:XIYOU+20180208+sp
S_XIYOU,C_course-v1:XIYOU+20180208+2019_T1
S_HQU,C_course-v1:HQU+20180307009+2019_T1
S_HQU,C_course-v1:HQU+20180307008+2019_T1
S_HQU,C_course-v1:HQU+20180307006+2019_T1
S_HQU,C_course-v1:HQU+20180307002+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+30700313X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+THU201602+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+00720091X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+00670122+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+THESIS2015X+2015_T1
S_TsinghuaX,C_course-v1:TsinghuaX+00690863X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+10610193X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+00990021X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+10800163X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+00510663X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+30803273X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+TsinghuaMandarin01+sp
S_TsinghuaX,C_course-v1:TsinghuaX+20250064X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+00040132X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+70240403+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+40990255+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+30150153X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+30806872X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+34000312X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+70120073X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+40140632X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+60610231_p1+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+00690342X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+40260173X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+30240233X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+10800032X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+80000271X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+80000271X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+AP000008X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+00740043_2x+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+34100325_X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+THUSEM002+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+81020142X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+30230931X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+8070071302+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+THU201605X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+40150442+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+20190222+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+20120143X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+20250064+sp
S_TsinghuaX,C_course-v1:TsinghuaX+THU201605X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+70167012X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+70150023X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+44100343X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+20330334X_2015_2+sp
S_TsinghuaX,C_course-v1:TsinghuaX+40670702X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp
S_TsinghuaX,C_course-v1:TsinghuaX+00720091X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+90640012X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+04000083+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+00740113_2X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+60250131X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+00740123X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+20220332X_1+2017_T2
S_TsinghuaX,C_course-v1:TsinghuaX+AP000014X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+20430054X_1+sp
S_TsinghuaX,C_course-v1:TsinghuaX+80590952X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+00690092X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+AP000005X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+40130753+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+02070251X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+80000901X_2+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+20220332X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+00690092X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+40990255X_1+sp
S_TsinghuaX,C_course-v1:Tsinghuax+30130123X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+00690302_1+sp
S_TsinghuaX,C_course-v1:TsinghuaX+00690342X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+34000888X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+80000822X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+90640012X_1+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+30260112X+sp
S_TsinghuaX,C_course-v1:TsinghuaX+TSINGHUA107+sp
S_TsinghuaX,C_course-v1:TsinghuaX+20740084X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+10430575X+2019_T1
S_TsinghuaX,C_course-v1:TsinghuaX+10610224X+sp
